time,car_id,position,velocity,lane,distance,crashes
1,0,3.000000,0.000000,1,3.000000,0
1,1,53.000000,0.000000,1,3.000000,0
1,4,212.000000,0.000000,3,12.000000,0
2,0,6.000000,0.000000,1,6.000000,0
2,1,56.000000,0.000000,1,6.000000,0
2,4,224.000000,0.000000,3,24.000000,0
3,0,9.000000,0.000000,1,9.000000,0
3,1,59.000000,0.000000,1,9.000000,0
3,4,236.000000,0.000000,3,36.000000,0
4,0,12.000000,0.000000,1,12.000000,0
4,1,62.000000,0.000000,1,12.000000,0
4,4,248.000000,0.000000,3,48.000000,0
5,0,15.000000,0.000000,1,15.000000,0
5,1,65.000000,0.000000,1,15.000000,0
5,4,260.000000,0.000000,3,60.000000,0
6,0,18.000000,0.000000,1,18.000000,0
6,1,68.000000,0.000000,1,18.000000,0
6,4,272.000000,0.000000,3,72.000000,0
7,0,21.000000,0.000000,1,21.000000,0
7,1,71.000000,0.000000,1,21.000000,0
7,4,284.000000,0.000000,3,84.000000,0
8,0,24.000000,0.000000,1,24.000000,0
8,1,74.000000,0.000000,1,24.000000,0
8,4,296.000000,0.000000,3,96.000000,0
9,0,27.000000,0.000000,1,27.000000,0
9,1,77.000000,0.000000,1,27.000000,0
9,4,308.000000,0.000000,3,108.000000,0
10,0,30.000000,0.000000,1,30.000000,0
10,1,80.000000,0.000000,1,30.000000,0
10,4,320.000000,0.000000,3,120.000000,0
11,0,33.000000,0.000000,1,33.000000,0
11,1,83.000000,0.000000,1,33.000000,0
11,4,332.000000,0.000000,3,132.000000,0
12,0,36.000000,0.000000,1,36.000000,0
12,1,86.000000,0.000000,1,36.000000,0
12,4,344.000000,0.000000,3,144.000000,0
13,0,39.000000,0.000000,1,39.000000,0
13,1,89.000000,0.000000,1,39.000000,0
13,4,356.000000,0.000000,3,156.000000,0
14,0,42.000000,0.000000,1,42.000000,0
14,1,92.000000,0.000000,1,42.000000,0
14,4,368.000000,0.000000,3,168.000000,0
15,0,45.000000,0.000000,1,45.000000,0
15,1,95.000000,0.000000,1,45.000000,0
15,4,380.000000,0.000000,3,180.000000,0
16,0,48.000000,0.000000,1,48.000000,0
16,1,98.000000,0.000000,1,48.000000,0
16,4,392.000000,0.000000,3,192.000000,0
17,0,51.000000,0.000000,1,51.000000,0
17,1,101.000000,0.000000,1,51.000000,0
17,4,404.000000,0.000000,3,204.000000,0
18,0,54.000000,0.000000,1,54.000000,0
18,1,104.000000,0.000000,1,54.000000,0
18,4,416.000000,0.000000,3,216.000000,0
19,0,57.000000,0.000000,1,57.000000,0
19,1,107.000000,0.000000,1,57.000000,0
19,4,428.000000,0.000000,3,228.000000,0
20,0,60.000000,0.000000,1,60.000000,0
20,1,110.000000,0.000000,1,60.000000,0
20,4,440.000000,0.000000,3,240.000000,0
21,0,63.000000,0.000000,1,63.000000,0
21,1,113.000000,0.000000,1,63.000000,0
21,4,452.000000,0.000000,3,252.000000,0
22,0,66.000000,0.000000,1,66.000000,0
22,1,116.000000,0.000000,1,66.000000,0
22,4,464.000000,0.000000,3,264.000000,0
23,0,69.000000,0.000000,1,69.000000,0
23,1,119.000000,0.000000,1,69.000000,0
23,4,476.000000,0.000000,3,276.000000,0
24,0,72.000000,0.000000,1,72.000000,0
24,1,122.000000,0.000000,1,72.000000,0
24,4,488.000000,0.000000,3,288.000000,0
25,0,75.000000,0.000000,1,75.000000,0
25,1,125.000000,0.000000,1,75.000000,0
25,4,500.000000,0.000000,3,300.000000,0
26,0,78.000000,0.000000,1,78.000000,0
26,1,128.000000,0.000000,1,78.000000,0
26,4,512.000000,0.000000,3,312.000000,0
27,0,81.000000,0.000000,1,81.000000,0
27,1,131.000000,0.000000,1,81.000000,0
27,4,524.000000,0.000000,3,324.000000,0
28,0,84.000000,0.000000,1,84.000000,0
28,1,134.000000,0.000000,1,84.000000,0
